asn=0    	id=-1  	Main	copying configuration file /home/bae/Documents/tsch-sim/examples/star/config.json to output directory /home/bae/Documents/tsch-sim/results/2021-05-16_21-25-20/config.json
asn=21747	id=3   	App	skipping generation of a packet, for=1
asn=21749	id=3   	App	skipping generation of a packet, for=1
asn=21749	id=2   	App	skipping generation of a packet, for=1
asn=21751	id=3   	App	skipping generation of a packet, for=1
asn=21751	id=2   	App	skipping generation of a packet, for=1
asn=21753	id=2   	App	skipping generation of a packet, for=1
asn=21753	id=3   	App	skipping generation of a packet, for=1
asn=21755	id=2   	App	skipping generation of a packet, for=1
asn=21755	id=3   	App	skipping generation of a packet, for=1
asn=21757	id=3   	App	skipping generation of a packet, for=1
asn=21757	id=2   	App	skipping generation of a packet, for=1
asn=21759	id=3   	App	skipping generation of a packet, for=1
asn=21759	id=2   	App	skipping generation of a packet, for=1
asn=21761	id=2   	App	skipping generation of a packet, for=1
asn=21761	id=3   	App	skipping generation of a packet, for=1
asn=21763	id=2   	App	skipping generation of a packet, for=1
asn=21763	id=3   	App	skipping generation of a packet, for=1
asn=21765	id=3   	App	skipping generation of a packet, for=1
asn=21765	id=2   	App	skipping generation of a packet, for=1
asn=21767	id=2   	App	skipping generation of a packet, for=1
asn=21767	id=3   	App	skipping generation of a packet, for=1
asn=21769	id=3   	App	skipping generation of a packet, for=1
asn=21769	id=2   	App	skipping generation of a packet, for=1
asn=21770	id=2   	Node	scanning on channel=25...
asn=21771	id=2   	App	skipping generation of a packet, for=1
asn=21771	id=3   	App	skipping generation of a packet, for=1
asn=21773	id=3   	App	skipping generation of a packet, for=1
asn=21773	id=2   	App	skipping generation of a packet, for=1
asn=21775	id=2   	App	skipping generation of a packet, for=1
asn=21775	id=3   	App	skipping generation of a packet, for=1
asn=21777	id=3   	App	skipping generation of a packet, for=1
asn=21777	id=2   	App	skipping generation of a packet, for=1
asn=21779	id=3   	App	skipping generation of a packet, for=1
asn=21779	id=2   	App	skipping generation of a packet, for=1
asn=21781	id=2   	App	skipping generation of a packet, for=1
asn=21781	id=3   	App	skipping generation of a packet, for=1
asn=21783	id=3   	App	skipping generation of a packet, for=1
asn=21783	id=2   	App	skipping generation of a packet, for=1
asn=21785	id=2   	App	skipping generation of a packet, for=1
asn=21785	id=3   	App	skipping generation of a packet, for=1
asn=21787	id=2   	App	skipping generation of a packet, for=1
asn=21787	id=3   	App	skipping generation of a packet, for=1
asn=21789	id=3   	App	skipping generation of a packet, for=1
asn=21789	id=2   	App	skipping generation of a packet, for=1
asn=21791	id=2   	App	skipping generation of a packet, for=1
asn=21791	id=3   	App	skipping generation of a packet, for=1
asn=21793	id=2   	App	skipping generation of a packet, for=1
asn=21793	id=3   	App	skipping generation of a packet, for=1
asn=21795	id=2   	App	skipping generation of a packet, for=1
asn=21795	id=3   	App	skipping generation of a packet, for=1
asn=21797	id=3   	App	skipping generation of a packet, for=1
asn=21797	id=2   	App	skipping generation of a packet, for=1
asn=21799	id=2   	App	skipping generation of a packet, for=1
asn=21799	id=3   	App	skipping generation of a packet, for=1
asn=21801	id=3   	App	skipping generation of a packet, for=1
asn=21801	id=2   	App	skipping generation of a packet, for=1
asn=21803	id=2   	App	skipping generation of a packet, for=1
asn=21803	id=3   	App	skipping generation of a packet, for=1
asn=21805	id=3   	App	skipping generation of a packet, for=1
asn=21805	id=2   	App	skipping generation of a packet, for=1
asn=21807	id=3   	App	skipping generation of a packet, for=1
asn=21807	id=2   	App	skipping generation of a packet, for=1
asn=21809	id=2   	App	skipping generation of a packet, for=1
asn=21809	id=3   	App	skipping generation of a packet, for=1
asn=21811	id=3   	App	skipping generation of a packet, for=1
asn=21811	id=2   	App	skipping generation of a packet, for=1
asn=21813	id=2   	App	skipping generation of a packet, for=1
asn=21813	id=3   	App	skipping generation of a packet, for=1
asn=21815	id=2   	App	skipping generation of a packet, for=1
asn=21815	id=3   	App	skipping generation of a packet, for=1
asn=21817	id=3   	App	skipping generation of a packet, for=1
asn=21817	id=2   	App	skipping generation of a packet, for=1
asn=21819	id=3   	App	skipping generation of a packet, for=1
asn=21819	id=2   	App	skipping generation of a packet, for=1
asn=21821	id=3   	App	skipping generation of a packet, for=1
asn=21821	id=2   	App	skipping generation of a packet, for=1
asn=21823	id=3   	App	skipping generation of a packet, for=1
asn=21823	id=2   	App	skipping generation of a packet, for=1
asn=21825	id=2   	App	skipping generation of a packet, for=1
asn=21825	id=3   	App	skipping generation of a packet, for=1
asn=21827	id=2   	App	skipping generation of a packet, for=1
asn=21827	id=3   	App	skipping generation of a packet, for=1
asn=21829	id=3   	App	skipping generation of a packet, for=1
asn=21829	id=2   	App	skipping generation of a packet, for=1
asn=21829	id=2   	Node	scanning on channel=20...
asn=21831	id=3   	App	skipping generation of a packet, for=1
asn=21831	id=2   	App	skipping generation of a packet, for=1
asn=21833	id=3   	App	skipping generation of a packet, for=1
asn=21833	id=2   	App	skipping generation of a packet, for=1
asn=21835	id=2   	App	skipping generation of a packet, for=1
asn=21835	id=3   	App	skipping generation of a packet, for=1
asn=21836	id=-1  	TSCH	error: chloe: stats_slots_tx_packet= 39
asn=21836	id=-1  	TSCH	error: chloe: stats_slots_Rx_packet= 14
asn=21837	id=3   	App	skipping generation of a packet, for=1
asn=21837	id=2   	App	skipping generation of a packet, for=1
asn=21839	id=3   	App	skipping generation of a packet, for=1
asn=21839	id=2   	App	skipping generation of a packet, for=1
asn=21841	id=3   	App	skipping generation of a packet, for=1
asn=21841	id=2   	App	skipping generation of a packet, for=1
asn=21843	id=3   	App	skipping generation of a packet, for=1
asn=21843	id=2   	App	skipping generation of a packet, for=1
asn=21845	id=2   	App	skipping generation of a packet, for=1
asn=21845	id=3   	App	skipping generation of a packet, for=1
asn=21847	id=2   	App	skipping generation of a packet, for=1
asn=21847	id=3   	App	skipping generation of a packet, for=1
asn=21849	id=3   	App	skipping generation of a packet, for=1
asn=21849	id=2   	App	skipping generation of a packet, for=1
asn=21851	id=2   	App	skipping generation of a packet, for=1
asn=21851	id=3   	App	skipping generation of a packet, for=1
asn=21853	id=2   	App	skipping generation of a packet, for=1
asn=21853	id=3   	App	skipping generation of a packet, for=1
asn=21855	id=3   	App	skipping generation of a packet, for=1
asn=21855	id=2   	App	skipping generation of a packet, for=1
asn=21857	id=2   	App	skipping generation of a packet, for=1
asn=21857	id=3   	App	skipping generation of a packet, for=1
asn=21859	id=2   	App	skipping generation of a packet, for=1
asn=21859	id=3   	App	skipping generation of a packet, for=1
asn=21861	id=3   	App	skipping generation of a packet, for=1
asn=21861	id=2   	App	skipping generation of a packet, for=1
asn=21863	id=3   	App	skipping generation of a packet, for=1
asn=21863	id=2   	App	skipping generation of a packet, for=1
asn=21865	id=2   	App	skipping generation of a packet, for=1
asn=21865	id=3   	App	skipping generation of a packet, for=1
asn=21867	id=2   	App	skipping generation of a packet, for=1
asn=21867	id=3   	App	skipping generation of a packet, for=1
asn=21869	id=3   	App	skipping generation of a packet, for=1
asn=21869	id=2   	App	skipping generation of a packet, for=1
asn=21871	id=3   	App	skipping generation of a packet, for=1
asn=21871	id=2   	App	skipping generation of a packet, for=1
asn=21873	id=3   	App	skipping generation of a packet, for=1
asn=21873	id=2   	App	skipping generation of a packet, for=1
asn=21875	id=2   	App	skipping generation of a packet, for=1
asn=21875	id=3   	App	skipping generation of a packet, for=1
asn=21877	id=2   	App	skipping generation of a packet, for=1
asn=21877	id=3   	App	skipping generation of a packet, for=1
asn=21879	id=2   	App	skipping generation of a packet, for=1
asn=21879	id=3   	App	skipping generation of a packet, for=1
asn=21881	id=3   	App	skipping generation of a packet, for=1
asn=21881	id=2   	App	skipping generation of a packet, for=1
asn=21883	id=3   	App	skipping generation of a packet, for=1
asn=21883	id=2   	App	skipping generation of a packet, for=1
asn=21885	id=2   	App	skipping generation of a packet, for=1
asn=21885	id=3   	App	skipping generation of a packet, for=1
asn=21887	id=3   	App	skipping generation of a packet, for=1
asn=21887	id=2   	App	skipping generation of a packet, for=1
asn=21889	id=2   	App	skipping generation of a packet, for=1
asn=21889	id=3   	App	skipping generation of a packet, for=1
asn=21891	id=3   	App	skipping generation of a packet, for=1
asn=21891	id=2   	App	skipping generation of a packet, for=1
asn=21893	id=3   	App	skipping generation of a packet, for=1
asn=21893	id=2   	App	skipping generation of a packet, for=1
asn=21895	id=2   	App	skipping generation of a packet, for=1
asn=21895	id=3   	App	skipping generation of a packet, for=1
asn=21897	id=3   	App	skipping generation of a packet, for=1
asn=21897	id=2   	App	skipping generation of a packet, for=1
asn=21899	id=3   	App	skipping generation of a packet, for=1
asn=21899	id=2   	App	skipping generation of a packet, for=1
asn=21901	id=3   	App	skipping generation of a packet, for=1
asn=21901	id=2   	App	skipping generation of a packet, for=1
asn=21901	id=2   	RPL	DIS output to -1
asn=21901	id=2   	RPL	warning: no acceptable parent
asn=21903	id=2   	App	skipping generation of a packet, for=1
asn=21903	id=3   	App	skipping generation of a packet, for=1
asn=21905	id=3   	App	skipping generation of a packet, for=1
asn=21905	id=2   	App	skipping generation of a packet, for=1
asn=21907	id=2   	App	skipping generation of a packet, for=1
asn=21907	id=3   	App	skipping generation of a packet, for=1
asn=21909	id=2   	App	skipping generation of a packet, for=1
asn=21909	id=3   	App	skipping generation of a packet, for=1
asn=21911	id=2   	App	skipping generation of a packet, for=1
asn=21911	id=3   	App	skipping generation of a packet, for=1
asn=21913	id=2   	App	skipping generation of a packet, for=1
asn=21913	id=3   	App	skipping generation of a packet, for=1
asn=21915	id=3   	App	skipping generation of a packet, for=1
asn=21915	id=2   	App	skipping generation of a packet, for=1
asn=21917	id=2   	App	skipping generation of a packet, for=1
asn=21917	id=3   	App	skipping generation of a packet, for=1
asn=21919	id=3   	App	skipping generation of a packet, for=1
asn=21919	id=2   	App	skipping generation of a packet, for=1
asn=21921	id=2   	App	skipping generation of a packet, for=1
asn=21921	id=3   	App	skipping generation of a packet, for=1
asn=21923	id=2   	App	skipping generation of a packet, for=1
asn=21923	id=3   	App	skipping generation of a packet, for=1
asn=21925	id=2   	App	skipping generation of a packet, for=1
asn=21925	id=3   	App	skipping generation of a packet, for=1
asn=21927	id=3   	App	skipping generation of a packet, for=1
asn=21927	id=2   	App	skipping generation of a packet, for=1
asn=21929	id=2   	App	skipping generation of a packet, for=1
asn=21929	id=3   	App	skipping generation of a packet, for=1
asn=21931	id=2   	App	skipping generation of a packet, for=1
asn=21931	id=3   	App	skipping generation of a packet, for=1
asn=21933	id=3   	App	skipping generation of a packet, for=1
asn=21933	id=2   	App	skipping generation of a packet, for=1
asn=21935	id=3   	App	skipping generation of a packet, for=1
asn=21935	id=2   	App	skipping generation of a packet, for=1
asn=21937	id=3   	App	skipping generation of a packet, for=1
asn=21937	id=2   	App	skipping generation of a packet, for=1
asn=21939	id=3   	App	skipping generation of a packet, for=1
asn=21939	id=2   	App	skipping generation of a packet, for=1
asn=21941	id=3   	App	skipping generation of a packet, for=1
asn=21941	id=2   	App	skipping generation of a packet, for=1
asn=21943	id=2   	App	skipping generation of a packet, for=1
asn=21943	id=3   	App	skipping generation of a packet, for=1
asn=21945	id=3   	App	skipping generation of a packet, for=1
asn=21945	id=2   	App	skipping generation of a packet, for=1
asn=21947	id=3   	App	skipping generation of a packet, for=1
asn=21947	id=2   	App	skipping generation of a packet, for=1
asn=21947	id=2   	Node	scanning on channel=26...
asn=21949	id=2   	App	skipping generation of a packet, for=1
asn=21949	id=3   	App	skipping generation of a packet, for=1
asn=21951	id=2   	App	skipping generation of a packet, for=1
asn=21951	id=3   	App	skipping generation of a packet, for=1
asn=21953	id=2   	App	skipping generation of a packet, for=1
asn=21953	id=3   	App	skipping generation of a packet, for=1
asn=21955	id=2   	App	skipping generation of a packet, for=1
asn=21955	id=3   	App	skipping generation of a packet, for=1
asn=21957	id=2   	App	skipping generation of a packet, for=1
asn=21957	id=3   	App	skipping generation of a packet, for=1
asn=21959	id=3   	App	skipping generation of a packet, for=1
asn=21959	id=2   	App	skipping generation of a packet, for=1
asn=21961	id=3   	App	skipping generation of a packet, for=1
asn=21961	id=2   	App	skipping generation of a packet, for=1
asn=21963	id=3   	App	skipping generation of a packet, for=1
asn=21963	id=2   	App	skipping generation of a packet, for=1
asn=21965	id=2   	App	skipping generation of a packet, for=1
asn=21965	id=3   	App	skipping generation of a packet, for=1
asn=21967	id=3   	App	skipping generation of a packet, for=1
asn=21967	id=2   	App	skipping generation of a packet, for=1
asn=21969	id=2   	App	skipping generation of a packet, for=1
asn=21969	id=3   	App	skipping generation of a packet, for=1
asn=21971	id=3   	App	skipping generation of a packet, for=1
asn=21971	id=2   	App	skipping generation of a packet, for=1
asn=21973	id=3   	App	skipping generation of a packet, for=1
asn=21973	id=2   	App	skipping generation of a packet, for=1
asn=21975	id=3   	App	skipping generation of a packet, for=1
asn=21975	id=2   	App	skipping generation of a packet, for=1
asn=21977	id=2   	App	skipping generation of a packet, for=1
asn=21977	id=3   	App	skipping generation of a packet, for=1
asn=21979	id=3   	App	skipping generation of a packet, for=1
asn=21979	id=2   	App	skipping generation of a packet, for=1
asn=21981	id=3   	App	skipping generation of a packet, for=1
asn=21981	id=2   	App	skipping generation of a packet, for=1
asn=21983	id=2   	App	skipping generation of a packet, for=1
asn=21983	id=3   	App	skipping generation of a packet, for=1
asn=21985	id=2   	App	skipping generation of a packet, for=1
asn=21985	id=3   	App	skipping generation of a packet, for=1
asn=21987	id=2   	App	skipping generation of a packet, for=1
asn=21987	id=3   	App	skipping generation of a packet, for=1
asn=21989	id=2   	App	skipping generation of a packet, for=1
asn=21989	id=3   	App	skipping generation of a packet, for=1
asn=21991	id=2   	App	skipping generation of a packet, for=1
asn=21991	id=3   	App	skipping generation of a packet, for=1
asn=21993	id=3   	App	skipping generation of a packet, for=1
asn=21993	id=2   	App	skipping generation of a packet, for=1
asn=21995	id=2   	App	skipping generation of a packet, for=1
asn=21995	id=3   	App	skipping generation of a packet, for=1
asn=21997	id=2   	App	skipping generation of a packet, for=1
asn=21997	id=3   	App	skipping generation of a packet, for=1
asn=21999	id=3   	App	skipping generation of a packet, for=1
asn=21999	id=2   	App	skipping generation of a packet, for=1
asn=22001	id=2   	App	skipping generation of a packet, for=1
asn=22001	id=3   	App	skipping generation of a packet, for=1
asn=22003	id=2   	App	skipping generation of a packet, for=1
asn=22003	id=3   	App	skipping generation of a packet, for=1
asn=22005	id=2   	App	skipping generation of a packet, for=1
asn=22005	id=3   	App	skipping generation of a packet, for=1
asn=22006	id=2   	Node	scanning on channel=25...
asn=22007	id=2   	App	skipping generation of a packet, for=1
asn=22007	id=3   	App	skipping generation of a packet, for=1
asn=22009	id=2   	App	skipping generation of a packet, for=1
asn=22009	id=3   	App	skipping generation of a packet, for=1
asn=22011	id=2   	App	skipping generation of a packet, for=1
asn=22011	id=3   	App	skipping generation of a packet, for=1
asn=22013	id=2   	App	skipping generation of a packet, for=1
asn=22013	id=3   	App	skipping generation of a packet, for=1
asn=22015	id=2   	App	skipping generation of a packet, for=1
asn=22015	id=3   	App	skipping generation of a packet, for=1
asn=22017	id=3   	App	skipping generation of a packet, for=1
asn=22017	id=2   	App	skipping generation of a packet, for=1
asn=22019	id=2   	App	skipping generation of a packet, for=1
asn=22019	id=3   	App	skipping generation of a packet, for=1
asn=22021	id=3   	App	skipping generation of a packet, for=1
asn=22021	id=2   	App	skipping generation of a packet, for=1
asn=22023	id=3   	App	skipping generation of a packet, for=1
asn=22023	id=2   	App	skipping generation of a packet, for=1
asn=22025	id=3   	App	skipping generation of a packet, for=1
asn=22025	id=2   	App	skipping generation of a packet, for=1
asn=22027	id=3   	App	skipping generation of a packet, for=1
asn=22027	id=2   	App	skipping generation of a packet, for=1
asn=22029	id=2   	App	skipping generation of a packet, for=1
asn=22029	id=3   	App	skipping generation of a packet, for=1
asn=22031	id=2   	App	skipping generation of a packet, for=1
asn=22031	id=3   	App	skipping generation of a packet, for=1
asn=22033	id=2   	App	skipping generation of a packet, for=1
asn=22033	id=3   	App	skipping generation of a packet, for=1
asn=22035	id=3   	App	skipping generation of a packet, for=1
asn=22035	id=2   	App	skipping generation of a packet, for=1
asn=22037	id=2   	App	skipping generation of a packet, for=1
asn=22037	id=3   	App	skipping generation of a packet, for=1
asn=22039	id=3   	App	skipping generation of a packet, for=1
asn=22039	id=2   	App	skipping generation of a packet, for=1
asn=22041	id=2   	App	skipping generation of a packet, for=1
asn=22041	id=3   	App	skipping generation of a packet, for=1
asn=22043	id=3   	App	skipping generation of a packet, for=1
asn=22043	id=2   	App	skipping generation of a packet, for=1
asn=22045	id=2   	App	skipping generation of a packet, for=1
asn=22045	id=3   	App	skipping generation of a packet, for=1
asn=22047	id=2   	App	skipping generation of a packet, for=1
asn=22047	id=3   	App	skipping generation of a packet, for=1
asn=22049	id=3   	App	skipping generation of a packet, for=1
asn=22049	id=2   	App	skipping generation of a packet, for=1
asn=22051	id=2   	App	skipping generation of a packet, for=1
asn=22051	id=3   	App	skipping generation of a packet, for=1
asn=22053	id=3   	App	skipping generation of a packet, for=1
asn=22053	id=2   	App	skipping generation of a packet, for=1
asn=22055	id=3   	App	skipping generation of a packet, for=1
asn=22055	id=2   	App	skipping generation of a packet, for=1
asn=22057	id=3   	App	skipping generation of a packet, for=1
asn=22057	id=2   	App	skipping generation of a packet, for=1
asn=22059	id=3   	App	skipping generation of a packet, for=1
asn=22059	id=2   	App	skipping generation of a packet, for=1
asn=22061	id=3   	App	skipping generation of a packet, for=1
asn=22061	id=2   	App	skipping generation of a packet, for=1
asn=22063	id=2   	App	skipping generation of a packet, for=1
asn=22063	id=3   	App	skipping generation of a packet, for=1
asn=22065	id=2   	App	skipping generation of a packet, for=1
asn=22065	id=3   	App	skipping generation of a packet, for=1
asn=22065	id=2   	Node	scanning on channel=26...
asn=22067	id=3   	App	skipping generation of a packet, for=1
asn=22067	id=2   	App	skipping generation of a packet, for=1
asn=22069	id=2   	App	skipping generation of a packet, for=1
asn=22069	id=3   	App	skipping generation of a packet, for=1
asn=22071	id=3   	App	skipping generation of a packet, for=1
asn=22071	id=2   	App	skipping generation of a packet, for=1
asn=22073	id=2   	App	skipping generation of a packet, for=1
asn=22073	id=3   	App	skipping generation of a packet, for=1
asn=22075	id=3   	App	skipping generation of a packet, for=1
asn=22075	id=2   	App	skipping generation of a packet, for=1
asn=22077	id=2   	App	skipping generation of a packet, for=1
asn=22077	id=3   	App	skipping generation of a packet, for=1
asn=22079	id=2   	App	skipping generation of a packet, for=1
asn=22079	id=3   	App	skipping generation of a packet, for=1
asn=22081	id=2   	App	skipping generation of a packet, for=1
asn=22081	id=3   	App	skipping generation of a packet, for=1
asn=22083	id=2   	App	skipping generation of a packet, for=1
asn=22083	id=3   	App	skipping generation of a packet, for=1
asn=22085	id=3   	App	skipping generation of a packet, for=1
asn=22085	id=2   	App	skipping generation of a packet, for=1
asn=22087	id=2   	App	skipping generation of a packet, for=1
asn=22087	id=3   	App	skipping generation of a packet, for=1
asn=22089	id=3   	App	skipping generation of a packet, for=1
asn=22089	id=2   	App	skipping generation of a packet, for=1
asn=22091	id=3   	App	skipping generation of a packet, for=1
asn=22091	id=2   	App	skipping generation of a packet, for=1
asn=22093	id=3   	App	skipping generation of a packet, for=1
asn=22093	id=2   	App	skipping generation of a packet, for=1
asn=22095	id=2   	App	skipping generation of a packet, for=1
asn=22095	id=3   	App	skipping generation of a packet, for=1
asn=22097	id=3   	App	skipping generation of a packet, for=1
asn=22097	id=2   	App	skipping generation of a packet, for=1
asn=22099	id=2   	App	skipping generation of a packet, for=1
asn=22099	id=3   	App	skipping generation of a packet, for=1
asn=22101	id=3   	App	skipping generation of a packet, for=1
asn=22101	id=2   	App	skipping generation of a packet, for=1
asn=22103	id=2   	App	skipping generation of a packet, for=1
asn=22103	id=3   	App	skipping generation of a packet, for=1
asn=22105	id=2   	App	skipping generation of a packet, for=1
asn=22105	id=3   	App	skipping generation of a packet, for=1
asn=22107	id=3   	App	skipping generation of a packet, for=1
asn=22107	id=2   	App	skipping generation of a packet, for=1
asn=22109	id=2   	App	skipping generation of a packet, for=1
asn=22109	id=3   	App	skipping generation of a packet, for=1
asn=22111	id=3   	App	skipping generation of a packet, for=1
asn=22111	id=2   	App	skipping generation of a packet, for=1
asn=22113	id=2   	App	skipping generation of a packet, for=1
asn=22113	id=3   	App	skipping generation of a packet, for=1
asn=22115	id=3   	App	skipping generation of a packet, for=1
asn=22115	id=2   	App	skipping generation of a packet, for=1
asn=22117	id=2   	App	skipping generation of a packet, for=1
asn=22117	id=3   	App	skipping generation of a packet, for=1
asn=22119	id=2   	App	skipping generation of a packet, for=1
asn=22119	id=3   	App	skipping generation of a packet, for=1
asn=22121	id=2   	App	skipping generation of a packet, for=1
asn=22121	id=3   	App	skipping generation of a packet, for=1
asn=22123	id=3   	App	skipping generation of a packet, for=1
asn=22123	id=2   	App	skipping generation of a packet, for=1
asn=22124	id=2   	Node	scanning on channel=15...
asn=22125	id=3   	App	skipping generation of a packet, for=1
asn=22125	id=2   	App	skipping generation of a packet, for=1
asn=22127	id=2   	App	skipping generation of a packet, for=1
asn=22127	id=3   	App	skipping generation of a packet, for=1
asn=22129	id=3   	App	skipping generation of a packet, for=1
asn=22129	id=2   	App	skipping generation of a packet, for=1
asn=22131	id=2   	App	skipping generation of a packet, for=1
asn=22131	id=3   	App	skipping generation of a packet, for=1
asn=22133	id=3   	App	skipping generation of a packet, for=1
asn=22133	id=2   	App	skipping generation of a packet, for=1
asn=22135	id=2   	App	skipping generation of a packet, for=1
asn=22135	id=3   	App	skipping generation of a packet, for=1
asn=22137	id=2   	App	skipping generation of a packet, for=1
asn=22137	id=3   	App	skipping generation of a packet, for=1
asn=22139	id=3   	App	skipping generation of a packet, for=1
asn=22139	id=2   	App	skipping generation of a packet, for=1
asn=22141	id=3   	App	skipping generation of a packet, for=1
asn=22141	id=2   	App	skipping generation of a packet, for=1
asn=22143	id=3   	App	skipping generation of a packet, for=1
asn=22143	id=2   	App	skipping generation of a packet, for=1
asn=22145	id=3   	App	skipping generation of a packet, for=1
asn=22145	id=2   	App	skipping generation of a packet, for=1
asn=22147	id=2   	App	skipping generation of a packet, for=1
asn=22147	id=3   	App	skipping generation of a packet, for=1
asn=22149	id=2   	App	skipping generation of a packet, for=1
asn=22149	id=3   	App	skipping generation of a packet, for=1
asn=22151	id=2   	App	skipping generation of a packet, for=1
asn=22151	id=3   	App	skipping generation of a packet, for=1
asn=22153	id=3   	App	skipping generation of a packet, for=1
asn=22153	id=2   	App	skipping generation of a packet, for=1
asn=22155	id=2   	App	skipping generation of a packet, for=1
asn=22155	id=3   	App	skipping generation of a packet, for=1
asn=22157	id=3   	App	skipping generation of a packet, for=1
asn=22157	id=2   	App	skipping generation of a packet, for=1
asn=22159	id=2   	App	skipping generation of a packet, for=1
asn=22159	id=3   	App	skipping generation of a packet, for=1
asn=22161	id=3   	App	skipping generation of a packet, for=1
asn=22161	id=2   	App	skipping generation of a packet, for=1
asn=22163	id=3   	App	skipping generation of a packet, for=1
asn=22163	id=2   	App	skipping generation of a packet, for=1
asn=22165	id=2   	App	skipping generation of a packet, for=1
asn=22165	id=3   	App	skipping generation of a packet, for=1
asn=22167	id=3   	App	skipping generation of a packet, for=1
asn=22167	id=2   	App	skipping generation of a packet, for=1
asn=22169	id=2   	App	skipping generation of a packet, for=1
asn=22169	id=3   	App	skipping generation of a packet, for=1
asn=22171	id=2   	App	skipping generation of a packet, for=1
asn=22171	id=3   	App	skipping generation of a packet, for=1
asn=22173	id=3   	App	skipping generation of a packet, for=1
asn=22173	id=2   	App	skipping generation of a packet, for=1
asn=22175	id=3   	App	skipping generation of a packet, for=1
asn=22175	id=2   	App	skipping generation of a packet, for=1
asn=22177	id=2   	App	skipping generation of a packet, for=1
asn=22177	id=3   	App	skipping generation of a packet, for=1
asn=22179	id=3   	App	skipping generation of a packet, for=1
asn=22179	id=2   	App	skipping generation of a packet, for=1
asn=22181	id=3   	App	skipping generation of a packet, for=1
asn=22181	id=2   	App	skipping generation of a packet, for=1
asn=22183	id=2   	App	skipping generation of a packet, for=1
asn=22183	id=3   	App	skipping generation of a packet, for=1
asn=22183	id=2   	Node	scanning on channel=26...
asn=22185	id=3   	App	skipping generation of a packet, for=1
asn=22185	id=2   	App	skipping generation of a packet, for=1
asn=22187	id=2   	App	skipping generation of a packet, for=1
asn=22187	id=3   	App	skipping generation of a packet, for=1
asn=22189	id=3   	App	skipping generation of a packet, for=1
asn=22189	id=2   	App	skipping generation of a packet, for=1
asn=22191	id=2   	App	skipping generation of a packet, for=1
asn=22191	id=3   	App	skipping generation of a packet, for=1
asn=22193	id=2   	App	skipping generation of a packet, for=1
asn=22193	id=3   	App	skipping generation of a packet, for=1
asn=22195	id=2   	App	skipping generation of a packet, for=1
asn=22195	id=3   	App	skipping generation of a packet, for=1
asn=22197	id=3   	App	skipping generation of a packet, for=1
asn=22197	id=2   	App	skipping generation of a packet, for=1
asn=22199	id=2   	App	skipping generation of a packet, for=1
asn=22199	id=3   	App	skipping generation of a packet, for=1
asn=22201	id=3   	App	skipping generation of a packet, for=1
asn=22201	id=2   	App	skipping generation of a packet, for=1
asn=22203	id=2   	App	skipping generation of a packet, for=1
asn=22203	id=3   	App	skipping generation of a packet, for=1
asn=22205	id=3   	App	skipping generation of a packet, for=1
asn=22205	id=2   	App	skipping generation of a packet, for=1
asn=22207	id=3   	App	skipping generation of a packet, for=1
asn=22207	id=2   	App	skipping generation of a packet, for=1
asn=22209	id=3   	App	skipping generation of a packet, for=1
asn=22209	id=2   	App	skipping generation of a packet, for=1
asn=22211	id=3   	App	skipping generation of a packet, for=1
asn=22211	id=2   	App	skipping generation of a packet, for=1
asn=22213	id=3   	App	skipping generation of a packet, for=1
asn=22213	id=2   	App	skipping generation of a packet, for=1
asn=22214	id=3   	RPL	DIS output to -1
asn=22214	id=3   	RPL	warning: no acceptable parent
asn=22215	id=3   	App	skipping generation of a packet, for=1
asn=22215	id=2   	App	skipping generation of a packet, for=1
asn=22217	id=2   	App	skipping generation of a packet, for=1
asn=22217	id=3   	App	skipping generation of a packet, for=1
asn=22219	id=2   	App	skipping generation of a packet, for=1
asn=22219	id=3   	App	skipping generation of a packet, for=1
asn=22221	id=2   	App	skipping generation of a packet, for=1
asn=22221	id=3   	App	skipping generation of a packet, for=1
asn=22223	id=3   	App	skipping generation of a packet, for=1
asn=22223	id=2   	App	skipping generation of a packet, for=1
asn=22225	id=3   	App	skipping generation of a packet, for=1
asn=22225	id=2   	App	skipping generation of a packet, for=1
asn=22227	id=3   	App	skipping generation of a packet, for=1
asn=22227	id=2   	App	skipping generation of a packet, for=1
asn=22227	id=-1  	TSCH	error: chloe: stats_slots_tx_packet= 12
asn=22227	id=-1  	TSCH	error: chloe: stats_slots_Rx_packet= 20
asn=22227	id=1   	RPL	received a DIS from 3
asn=22227	id=3   	RPL	warning: no acceptable parent
asn=22229	id=3   	App	skipping generation of a packet, for=1
asn=22229	id=2   	App	skipping generation of a packet, for=1
asn=22231	id=2   	App	skipping generation of a packet, for=1
asn=22231	id=3   	App	skipping generation of a packet, for=1
asn=22233	id=2   	App	skipping generation of a packet, for=1
asn=22233	id=3   	App	skipping generation of a packet, for=1
asn=22233	id=-1  	TSCH	error: chloe: stats_slots_tx_packet= 40
asn=22233	id=-1  	TSCH	error: chloe: stats_slots_Rx_packet= 15
asn=22235	id=3   	App	skipping generation of a packet, for=1
asn=22235	id=2   	App	skipping generation of a packet, for=1
asn=22237	id=3   	App	skipping generation of a packet, for=1
asn=22237	id=2   	App	skipping generation of a packet, for=1
asn=22239	id=3   	App	skipping generation of a packet, for=1
asn=22239	id=2   	App	skipping generation of a packet, for=1
asn=22241	id=2   	App	skipping generation of a packet, for=1
asn=22241	id=3   	App	skipping generation of a packet, for=1
